ID,Text,Comment
BeaverBuddies.ClientDesynced.ConsentMessage,"Consentement pour partager les données d'utilisation

En choisissant de partager vos données, vous acceptez d'envoyer les informations suivantes de votre session de jeu aux développeurs de ce mod :

- Données de journal : Informations collectées automatiquement pendant votre session de jeu, telles que les événements du jeu et les interactions de l'utilisateur.
- Fichier de sauvegarde : Votre fichier de sauvegarde actuel du jeu.

Nous nous efforçons de préserver votre vie privée en gardant ces données largement anonymes. Cependant, comme les données sont collectées telles quelles, elles peuvent inclure involontairement des détails pouvant vous identifier (comme des chemins de fichiers ou des noms d'utilisateur). Les développeurs ne tenteront pas de vous identifier à l'aide de ces informations.

Vos choix :
- Si vous acceptez, ces données seront envoyées en toute sécurité aux développeurs et utilisées pour améliorer le mod.
- Si vous n'acceptez pas, aucune donnée ne sera envoyée et votre jeu continuera sans aucun changement.

En poursuivant, vous confirmez que vous avez au moins l'âge légal de consentement numérique dans votre pays de résidence.

Acceptez-vous de partager vos données avec les développeurs de ce mod ?",""
BeaverBuddies.Settings.ClientConnectionAddress,"Adresse de connexion client",""
BeaverBuddies.Settings.ClientConnectionAddress.Tooltip,"Adresse IP par défaut lors de la connexion à un hôte.",""
BeaverBuddies.Settings.Port,"Port",""
BeaverBuddies.Settings.Port.Tooltip,"Port utilisé pour héberger ou rejoindre une partie. Il doit correspondre à un port redirigé sur l’hôte.",""
BeaverBuddies.Settings.SilenceLogging,"Silence des logs",""
BeaverBuddies.Settings.SilenceLogging.Tooltip,"Empêche ce mod d’enregistrer dans le journal du joueur (sauf avertissements et erreurs).
Cette option est destinée aux développeurs.",""
BeaverBuddies.Settings.ShowFirstTimerMessage,"Afficher le message pour nouveaux joueurs",""
BeaverBuddies.Settings.AlwaysTrace,"Journal détaillé systématique",""
BeaverBuddies.Settings.AlwaysTrace.Tooltip,"Si activé, le jeu utilise toujours un journal détaillé, permettant d’envoyer des rapports de désynchronisation dès la première occurrence sans l’activer manuellement.
Tous les joueurs doivent activer cette option.
Cela peut provoquer un peu de lag et n’est pas recommandé pour la plupart des joueurs.",""
BeaverBuddies.Settings.ReportingConsent,"Consentement aux rapports",""
BeaverBuddies.Settings.EnableSteamConnection,"Activer connexion Steam",""
BeaverBuddies.Settings.EnableSteamConnection.Tooltip,"Permet aux joueurs de rejoindre ta partie via le réseau peer‑to‑peer de Steam.
Les joueurs pourront toujours rejoindre via redirection de port.
Remarque : cette fonctionnalité peut ne pas fonctionner si ton réseau ne supporte pas P2P.
De plus, les connexions P2P peuvent être plus lentes que les connexions directes.",""
BeaverBuddies.Settings.FriendsCanJoinSteamGame,"Autoriser les amis à rejoindre via Steam",""
BeaverBuddies.Settings.FriendsCanJoinSteamGame.Tooltip,"Si activé, tes amis peuvent rejoindre ta partie directement via Steam sans invitation.",""
BeaverBuddies.Settings.ReducePauses,"Réduire le nombre de pauses forcées",""
BeaverBuddies.Settings.ReducePauses.Tooltip,"Si activé, le nombre de pauses forcées (menu principal, déconstructions, etc.) est fortement réduit. Pour une expérience optimale, tous les joueurs devraient utiliser le même réglage.",""
BeaverBuddies.Host.ConnectedClients,"En attente des clients…
Clients actuellement connectés :",""
BeaverBuddies.Host.DirectConnectClient,"Client de connexion directe",""
BeaverBuddies.Host.StartGame,"Démarrer la partie",""
BeaverBuddies.Host.InviteFriends,"Inviter des amis",""
BeaverBuddies.JoinCoopGame.Success,"Rejoint ! Réception de la carte…",""
BeaverBuddies.JoinCoopGame.Error.InvalidFormat,"Format d’adresse invalide. Impossible d’analyser le port.",""
BeaverBuddies.JoinCoopGame.Error.InvalidAddress,"L’adresse n’était pas une adresse IP valide.
Une tentative de résolution en nom d’hôte a été faite, mais elle n’a pas abouti à une adresse IP.",""
BeaverBuddies.JoinCoopGame.Error.CouldNotConnect,"Impossible de se connecter à l’hôte. Veuillez vérifier l’adresse et le port, et assurez-vous que l’hôte héberge bien la partie et a configuré la redirection de port si nécessaire. Détails de l’erreur :",""
